order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD5480,CUST1480,46,PROD680,Pakistan,2021-10-12,2025-07-23,4,paused,2023-01-14,277.47,4,7,Beauty,Sneakers,Clothing,Female
ORD5481,CUST1481,65,PROD681,USA,2023-04-21,2023-05-31,0,cancelled,2025-03-06,132.87,5,2,Electronics,Laptop,Electronics,Male
ORD5482,CUST1482,19,PROD682,Pakistan,2021-07-26,2023-07-03,3,active,2023-08-26,132.82,8,10,Clothing,Sneakers,Clothing,Female
ORD5483,CUST1483,21,PROD683,UNKNOWN,2022-12-04,2024-12-21,2,cancelled,2024-04-04,554.08,1,47,Clothing,Chair,Home,Male
ORD5484,CUST1484,23,PROD684,USA,2023-08-06,2024-03-27,1,active,2024-03-24,190.43,5,2,Home,Shampoo,Beauty,Male
ORD5485,CUST1485,59,PROD685,Canada,2022-04-19,2023-05-21,0,active,2024-01-23,228.34,7,16,Beauty,Tablet,Electronics,Female
ORD5487,CUST1487,40,PROD687,India,2021-10-27,2025-06-26,3,active,2024-03-15,62.15,3,31,Electronics,Conditioner,Beauty,Male
ORD5488,CUST1488,49,PROD688,Canada,2022-11-27,2024-01-25,1,active,2023-04-22,537.56,2,11,Beauty,Shirt,Clothing,Female
ORD5489,CUST1489,46,PROD689,Germany,2023-04-07,2025-04-16,2,active,2024-06-20,472.65,4,11,Sports,Lamp,Home,Female
ORD5490,CUST1490,44,PROD690,Germany,2023-06-13,2024-01-28,1,cancelled,2025-05-03,109.16,8,31,Clothing,Camera,Electronics,Female
ORD5492,CUST1492,49,PROD692,UK,2020-09-30,2024-03-25,5,active,2022-07-16,69.48,7,41,Home,Cricket Bat,Sports,Female
ORD5494,CUST1494,25,PROD694,Canada,2023-01-26,2023-10-13,0,cancelled,2024-03-29,189.21,9,30,Clothing,Hoodie,Clothing,Male
ORD5495,CUST1495,62,PROD695,India,2021-09-07,2021-12-11,3,active,2023-06-06,271.14,4,42,Sports,Face Wash,Beauty,Female
ORD5496,CUST1496,33,PROD696,Canada,2022-09-19,2023-01-11,5,active,2025-03-22,396.81,5,20,Clothing,Camera,Electronics,Female
ORD5500,CUST1500,49,PROD700,Canada,2021-05-02,2022-02-24,3,paused,2022-07-15,582.99,3,3,Clothing,Perfume,Beauty,Female
ORD5501,CUST1501,51,PROD701,Pakistan,2022-10-01,2023-05-27,3,paused,2024-05-22,307.14,2,34,Home,Basketball,Sports,Other
ORD5502,CUST1502,66,PROD702,USA,2021-11-08,2025-01-17,4,paused,2022-03-24,193.22,8,32,Beauty,Shirt,Clothing,Male
ORD5505,CUST1505,35,PROD705,Canada,2023-07-22,2025-06-02,4,active,2024-09-22,134.86,9,7,Electronics,Dress,Clothing,Male
ORD5506,CUST1506,48,PROD706,Pakistan,2020-10-26,2022-06-06,2,active,2024-10-21,59.06,8,27,Clothing,T-Shirt,Clothing,Female
ORD5508,CUST1508,57,PROD708,India,2021-09-08,2024-01-04,3,paused,2024-04-24,204.26,9,38,Beauty,Dining Table,Home,Female
ORD5509,CUST1509,42,PROD709,Germany,2023-06-17,2024-08-07,3,active,2023-09-25,162.05,9,32,Electronics,Vacuum Cleaner,Home,Male
ORD5510,CUST1510,60,PROD710,Germany,2022-10-25,2025-07-19,3,cancelled,2024-01-26,124.82,6,43,Home,Sneakers,Clothing,Female
ORD5511,CUST1511,28,PROD711,Canada,2022-08-09,2024-09-02,1,paused,2024-03-07,81.49,7,32,Beauty,Vacuum Cleaner,Home,Female
ORD5512,CUST1512,34,PROD712,Canada,2021-07-11,2025-05-22,0,paused,2022-07-25,36.04,3,23,Clothing,Face Wash,Beauty,Male
ORD5513,CUST1513,44,PROD713,Germany,2022-12-10,2025-05-26,4,cancelled,2024-01-05,243.55,7,26,Beauty,Jeans,Clothing,Male
ORD5514,CUST1514,57,PROD714,India,2021-03-20,2023-01-08,1,active,2023-03-18,428.54,3,33,Home,Tablet,Electronics,Male
ORD5516,CUST1516,51,PROD716,India,2021-03-04,2023-06-17,1,UNKNOWN,2024-07-18,142.25,9,40,Home,Dining Table,Home,Male
ORD5517,CUST1517,41,PROD717,USA,2023-03-12,2023-09-05,3,cancelled,2023-11-14,116.18,6,20,Beauty,Dress,Clothing,Male
ORD5518,CUST1518,47,PROD718,UK,2021-07-16,2022-08-17,5,active,2022-02-15,321.74,6,15,Clothing,Sneakers,Clothing,Male
ORD5520,CUST1520,40,PROD720,Canada,2022-10-22,2023-01-06,1,active,2024-09-30,283.96,5,36,Home,Bluetooth Speaker,Electronics,Female
ORD5521,CUST1521,43,PROD721,India,2021-02-27,2025-07-30,2,active,2025-06-06,382.28,4,47,Sports,Dress,Clothing,Male
ORD5522,CUST1522,53,PROD722,USA,2022-06-30,2024-05-27,2,paused,2024-07-09,217.42,4,43,Home,Cycling Helmet,Sports,Male
ORD5523,CUST1523,63,PROD723,Canada,2022-02-24,2022-03-13,3,active,2023-11-18,57.75,8,5,Beauty,Lipstick,Beauty,Male
ORD5524,CUST1524,43,PROD724,USA,2021-03-04,2022-07-08,5,active,2025-03-01,256.45,4,29,Home,Camera,Electronics,Female
ORD5525,CUST1525,66,PROD725,UK,2023-06-07,2024-06-12,5,paused,2023-09-18,300.55,6,18,Electronics,Tablet,Electronics,Female
ORD5526,CUST1526,54,PROD726,India,2021-12-17,2021-12-17,3,paused,2023-07-14,210.63,8,26,Sports,Smartphone,Electronics,Male
ORD5527,CUST1527,30,PROD727,India,2020-11-30,2024-07-05,4,cancelled,2024-07-20,210.63,1,39,Beauty,Sofa,Home,Male
ORD5528,CUST1528,24,PROD728,USA,2022-08-29,2023-03-08,5,UNKNOWN,2023-07-05,199.61,6,30,Beauty,Microwave,Home,Female
ORD5529,CUST1529,50,PROD729,UK,2021-03-30,2025-01-07,3,active,2022-04-05,75.76,9,7,Electronics,Moisturizer,Beauty,Male
ORD5530,CUST1530,26,PROD730,Canada,2022-03-25,2024-05-21,1,active,2022-09-24,169.33,3,19,Beauty,Lamp,Home,Male
ORD5531,CUST1531,44,PROD731,Canada,2022-05-09,2022-07-23,5,active,2022-08-14,279.79,5,32,Home,Cricket Bat,Sports,Female
ORD5532,CUST1532,40,PROD732,USA,2022-08-18,2023-04-12,3,active,2024-08-27,18.93,4,45,Electronics,Blender,Home,Male
ORD5533,CUST1533,41,PROD733,UNKNOWN,2020-11-28,2024-06-06,2,UNKNOWN,2021-09-15,147.55,8,32,Home,Lamp,Home,Male
ORD5534,CUST1534,54,PROD734,UK,2023-01-21,2023-11-14,4,active,2023-07-10,82.68,9,2,Clothing,Headphones,Electronics,Male
ORD5535,CUST1535,29,PROD735,Pakistan,2023-01-22,2023-12-17,4,cancelled,2023-10-06,178.63,9,15,Beauty,Vacuum Cleaner,Home,Female
ORD5536,CUST1536,20,PROD736,Pakistan,2023-01-15,2023-02-14,3,active,2024-10-03,22.44,8,21,Home,Shirt,Clothing,Female
ORD5537,CUST1537,59,PROD737,India,2022-05-30,2024-10-09,0,active,2024-11-08,443.38,4,8,Sports,Headphones,Electronics,Female
ORD5538,CUST1538,37,PROD738,Canada,2022-07-10,2024-06-30,0,active,2022-11-20,189.41,8,46,Electronics,Yoga Mat,Sports,Male
ORD5539,CUST1539,61,PROD739,Canada,2022-11-07,2025-02-13,4,active,2024-06-27,440.91,3,33,Electronics,Perfume,Beauty,Female
ORD5542,CUST1542,39,PROD742,UK,2022-07-18,2023-11-06,4,cancelled,2023-04-25,589.28,3,9,Home,Blender,Home,Female
ORD5543,CUST1543,64,PROD743,Pakistan,2021-12-13,2022-01-07,5,paused,2023-03-07,233.33,3,38,Clothing,Jacket,Clothing,Male
ORD5544,CUST1544,59,PROD744,UK,2022-09-08,2025-06-25,2,active,2025-05-11,168.05,9,3,Electronics,Lipstick,Beauty,Female
ORD5545,CUST1545,40,PROD745,USA,2023-02-24,2024-02-11,2,active,2025-08-12,227.34,5,17,Sports,Gaming Console,Electronics,Female
ORD5547,CUST1547,49,PROD747,Germany,2023-05-21,2025-07-10,2,active,2023-10-23,577.99,1,12,Electronics,Tablet,Electronics,Female
ORD5548,CUST1548,35,PROD748,UK,2020-11-28,2025-03-24,4,paused,2025-03-24,293.23,4,6,Beauty,Refrigerator,Home,Female
ORD5549,CUST1549,56,PROD749,UK,2021-05-03,2022-04-16,1,active,2023-01-24,188.99,6,20,Beauty,Yoga Mat,Sports,Male
ORD5552,CUST1552,29,PROD752,India,2022-05-06,2022-12-16,2,active,2023-04-20,34.17,6,35,Sports,Cycling Helmet,Sports,Female
ORD5553,CUST1553,40,PROD753,UNKNOWN,2021-08-30,2025-06-19,2,active,2024-10-24,152.91,9,5,Beauty,Shampoo,Beauty,Female
ORD5554,CUST1554,54,PROD754,Germany,2022-04-13,2024-02-09,0,paused,2022-12-05,28.96,8,22,Home,Blender,Home,Female
ORD5555,CUST1555,52,PROD755,India,2021-12-28,2024-02-23,3,active,2024-04-04,167.97,7,6,Clothing,Jeans,Clothing,Male
ORD5556,CUST1556,35,PROD756,India,2020-10-20,2022-12-02,5,active,2023-06-20,329.43,3,35,Electronics,Dress,Clothing,Female
ORD5558,CUST1558,27,PROD758,UK,2021-12-08,2023-05-04,5,paused,2025-01-06,524.51,2,43,Beauty,Dining Table,Home,Female
ORD5559,CUST1559,38,PROD759,Germany,2021-05-20,2021-07-31,4,active,2022-06-22,342.38,4,41,Electronics,Jacket,Clothing,Female
ORD5560,CUST1560,41,PROD760,UK,2023-05-11,2025-02-02,3,cancelled,2024-01-25,164.78,9,22,Clothing,Face Wash,Beauty,Female
ORD5561,CUST1561,33,PROD761,India,2021-03-12,2024-04-03,3,active,2024-01-31,159.26,9,30,Home,Moisturizer,Beauty,Male
ORD5562,CUST1562,45,PROD762,USA,2022-11-09,2024-10-08,3,active,2024-01-05,33.22,8,7,Clothing,Chair,Home,Female
ORD5564,CUST1564,27,PROD764,Germany,2021-06-09,2024-04-05,5,active,2021-08-22,17.0,4,2,Clothing,Smartwatch,Electronics,Male
ORD5565,CUST1565,33,PROD765,Pakistan,2022-05-13,2024-10-12,0,paused,2024-01-20,108.08,6,5,Sports,Camera,Electronics,Male
ORD5566,CUST1566,28,PROD766,India,2021-02-23,2022-06-15,4,active,2023-11-06,18.44,6,5,Beauty,Jacket,Clothing,Male
ORD5567,CUST1567,58,PROD767,UK,2020-09-12,2021-10-25,1,paused,2023-11-01,330.36,4,49,Clothing,Running Shoes,Sports,Female
ORD5568,CUST1568,34,PROD768,Pakistan,2023-04-20,2023-10-17,2,active,2025-02-04,138.99,7,36,Home,Moisturizer,Beauty,Female
ORD5569,CUST1569,52,PROD769,Canada,2020-11-24,2023-08-25,4,active,2024-12-19,45.15,5,33,Sports,Laptop,Electronics,Female
ORD5570,CUST1570,51,PROD770,USA,2020-10-19,2023-11-06,0,active,2023-03-18,266.24,4,21,Beauty,Dining Table,Home,Male
ORD5571,CUST1571,38,PROD771,UNKNOWN,2023-02-19,2023-04-10,5,active,2023-07-06,127.91,9,29,Sports,Lamp,Home,Male
ORD5572,CUST1572,46,PROD772,UK,2023-05-20,2025-04-14,0,active,2024-03-28,49.35,7,49,Clothing,Perfume,Beauty,Female
ORD5573,CUST1573,35,PROD773,USA,2021-03-12,2023-11-04,4,active,2021-09-15,12.69,9,14,Beauty,Camera,Electronics,Female
ORD5574,CUST1574,34,PROD774,Pakistan,2021-12-15,2025-05-27,4,active,2024-12-16,55.16,8,5,Beauty,Skirt,Clothing,Male
ORD5575,CUST1575,62,PROD775,Germany,2021-07-24,2025-05-28,4,active,2024-08-09,228.64,8,18,Sports,Smartphone,Electronics,Other
ORD5576,CUST1576,56,PROD776,USA,2021-07-31,2023-04-16,4,active,2025-07-01,554.17,3,46,Clothing,Bluetooth Speaker,Electronics,Female
ORD5577,CUST1577,43,PROD777,UK,2021-03-04,2021-06-02,5,active,2022-12-05,559.72,1,3,Beauty,Yoga Mat,Sports,Female
ORD5578,CUST1578,43,PROD778,USA,2023-01-07,2023-08-13,4,active,2024-07-16,319.61,3,18,Sports,Hoodie,Clothing,Male
ORD5579,CUST1579,30,PROD779,Germany,2022-12-21,2023-11-26,0,active,2023-04-29,71.54,6,12,Electronics,Camera,Electronics,Other
ORD5580,CUST1580,46,PROD780,Germany,2020-11-02,2023-04-17,4,active,2024-03-22,36.79,8,17,Clothing,Jeans,Clothing,Male
ORD5582,CUST1582,23,PROD782,UK,2020-12-20,2021-11-14,0,active,2021-03-26,683.35,2,10,Electronics,Sneakers,Clothing,Male
ORD5583,CUST1583,56,PROD783,Canada,2021-09-23,2024-02-21,5,cancelled,2022-10-09,137.79,5,12,Beauty,Lipstick,Beauty,Female
ORD5584,CUST1584,62,PROD784,USA,2022-06-01,2025-08-09,5,active,2024-03-13,309.26,4,17,Home,Shampoo,Beauty,Female
ORD5585,CUST1585,31,PROD785,Pakistan,2022-04-22,2024-10-17,2,cancelled,2023-08-25,43.08,5,22,Electronics,Nail Polish,Beauty,Female
ORD5586,CUST1586,67,PROD786,Germany,2023-06-29,2025-01-02,4,active,2024-06-19,659.12,3,32,Home,Cricket Bat,Sports,Female
ORD5587,CUST1587,69,PROD787,Canada,2022-06-13,2022-11-08,5,active,2023-11-20,177.67,7,28,Sports,Shirt,Clothing,Female
ORD5588,CUST1588,65,PROD788,USA,2021-03-14,2023-05-08,4,paused,2022-02-08,215.02,7,19,Electronics,Dress,Clothing,Male
ORD5590,CUST1590,43,PROD790,USA,2020-10-01,2024-10-11,0,active,2022-04-27,180.39,2,44,Beauty,Chair,Home,Male
ORD5591,CUST1591,56,PROD791,Canada,2022-09-29,2023-12-05,5,cancelled,2024-08-17,275.98,4,21,Beauty,Microwave,Home,Female
ORD5592,CUST1592,30,PROD792,USA,2022-11-08,2024-09-20,0,active,2024-12-15,105.63,7,36,Clothing,Laptop,Electronics,Female
ORD5593,CUST1593,35,PROD793,India,2023-07-05,2024-01-23,5,active,2023-07-29,427.02,4,35,Beauty,Refrigerator,Home,Female
ORD5594,CUST1594,20,PROD794,Germany,2022-04-23,2025-04-03,1,active,2022-09-30,93.14,9,2,Sports,Microwave,Home,Female
ORD5595,CUST1595,59,PROD795,Pakistan,2022-01-18,2023-10-03,4,paused,2023-09-20,58.61,3,47,Clothing,Dumbbells,Sports,Other
ORD5596,CUST1596,53,PROD796,Pakistan,2023-01-02,2024-02-14,0,cancelled,2025-04-13,261.37,6,41,Electronics,Jacket,Clothing,Female
ORD5597,CUST1597,66,PROD797,Canada,2021-01-26,2021-01-28,1,active,2023-12-04,697.6,2,8,Electronics,Perfume,Beauty,Male
ORD5598,CUST1598,31,PROD798,Pakistan,2021-01-07,2023-07-04,5,cancelled,2021-10-24,612.55,3,9,Home,Sofa,Home,Female
ORD5599,CUST1599,59,PROD799,Germany,2022-08-09,2024-06-23,0,active,2022-12-14,150.44,2,47,Beauty,Cricket Bat,Sports,Female
ORD5600,CUST1600,18,PROD800,Germany,2023-07-04,2025-04-02,5,active,2023-07-19,118.23,9,40,Beauty,Dumbbells,Sports,Other
ORD5602,CUST1602,61,PROD802,Germany,2022-02-07,2024-11-01,0,paused,2025-04-28,619.73,3,11,Home,Cycling Helmet,Sports,Female
ORD5603,CUST1603,58,PROD803,UK,2022-12-30,2025-08-06,1,active,2023-07-18,449.28,3,47,Home,Skirt,Clothing,Female
ORD5605,CUST1605,53,PROD805,Germany,2023-06-05,2024-11-26,3,active,2024-03-19,56.24,9,31,Electronics,Sneakers,Clothing,Female
ORD5606,CUST1606,42,PROD806,Pakistan,2022-01-11,2023-04-15,1,active,2023-04-04,458.76,4,16,Electronics,Moisturizer,Beauty,Male
ORD5607,CUST1607,57,PROD807,UK,2022-02-06,2022-10-01,0,cancelled,2024-07-18,4.92,8,40,Home,Yoga Mat,Sports,Male
ORD5608,CUST1608,56,PROD808,UK,2023-06-26,2024-01-17,2,active,2024-09-15,314.8,4,4,Electronics,Microwave,Home,Female
ORD5609,CUST1609,51,PROD809,Pakistan,2022-08-18,2023-05-20,4,paused,2023-01-27,475.45,4,1,Clothing,Perfume,Beauty,Female
ORD5611,CUST1611,20,PROD811,USA,2021-08-17,2021-12-25,3,UNKNOWN,2024-10-22,187.96,2,32,Electronics,Shampoo,Beauty,Female
ORD5612,CUST1612,26,PROD812,Germany,2022-01-17,2023-11-03,4,active,2024-02-05,123.54,8,18,Beauty,Jacket,Clothing,Male
ORD5613,CUST1613,65,PROD813,India,2022-07-11,2023-04-25,1,cancelled,2024-10-01,384.32,4,13,Clothing,Conditioner,Beauty,Male
ORD5614,CUST1614,53,PROD814,USA,2021-04-23,2024-03-30,5,cancelled,2025-07-30,158.27,4,40,Clothing,Laptop,Electronics,Male
ORD5615,CUST1615,61,PROD815,Pakistan,2022-10-14,2024-08-10,4,cancelled,2023-05-26,252.11,7,25,Clothing,Face Wash,Beauty,Male
ORD5616,CUST1616,26,PROD816,Germany,2022-12-27,2024-09-18,1,active,2023-06-15,174.23,1,11,Sports,Face Wash,Beauty,Male
ORD5617,CUST1617,36,PROD817,USA,2022-09-08,2025-03-02,1,active,2025-06-27,150.89,6,28,Beauty,Blender,Home,Male
ORD5618,CUST1618,56,PROD818,USA,2021-08-04,2024-10-26,2,cancelled,2022-12-26,169.91,8,24,Electronics,Smartphone,Electronics,Female
ORD5619,CUST1619,57,PROD819,Pakistan,2021-06-16,2021-08-27,2,active,2021-10-19,94.81,4,33,Clothing,Laptop,Electronics,Male
ORD5620,CUST1620,21,PROD820,UK,2022-03-29,2024-09-19,4,active,2023-12-04,168.81,3,37,Home,Moisturizer,Beauty,Female
ORD5621,CUST1621,34,PROD821,India,2023-07-07,2023-07-30,5,active,2025-01-20,415.64,1,13,Beauty,Skirt,Clothing,Female
ORD5622,CUST1622,23,PROD822,India,2022-01-25,2022-05-28,5,cancelled,2023-08-23,24.21,5,19,Electronics,Microwave,Home,Female
ORD5623,CUST1623,66,PROD823,USA,2022-03-06,2023-03-08,2,cancelled,2022-07-23,132.42,8,14,Home,Gaming Console,Electronics,Male
ORD5624,CUST1624,50,PROD824,USA,2021-01-07,2023-04-28,1,cancelled,2025-01-25,177.1,5,49,Clothing,Face Wash,Beauty,Female
ORD5625,CUST1625,64,PROD825,UK,2020-10-17,2021-01-06,2,active,2022-04-07,239.59,7,35,Electronics,Basketball,Sports,Female
ORD5626,CUST1626,36,PROD826,India,2021-12-21,2025-03-29,3,cancelled,2024-03-19,165.39,5,28,Clothing,Smartphone,Electronics,Female
ORD5627,CUST1627,62,PROD827,Pakistan,2021-08-23,2023-10-07,1,paused,2022-08-30,445.44,2,28,Beauty,Cricket Bat,Sports,Female
ORD5629,CUST1629,43,PROD829,India,2022-01-08,2024-10-17,0,cancelled,2024-12-29,108.56,8,10,Clothing,Chair,Home,Female
ORD5632,CUST1632,46,PROD832,Pakistan,2021-11-01,2024-01-26,1,UNKNOWN,2023-06-22,313.25,6,42,Electronics,Running Shoes,Sports,Male
ORD5633,CUST1633,65,PROD833,Canada,2023-08-12,2024-01-13,0,paused,2024-10-22,174.86,8,37,Clothing,Dining Table,Home,Male
ORD5634,CUST1634,39,PROD834,Canada,2021-11-13,2022-08-31,5,active,2025-02-04,207.22,8,18,Clothing,Cricket Bat,Sports,Male
ORD5635,CUST1635,57,PROD835,India,2021-06-16,2025-07-27,0,active,2021-09-06,232.51,4,40,Home,Sofa,Home,Female
ORD5636,CUST1636,55,PROD836,Germany,2022-01-02,2023-07-19,0,active,2025-02-04,67.19,9,25,Sports,Lamp,Home,Female
ORD5637,CUST1637,37,PROD837,UK,2021-06-19,2025-07-15,0,active,2025-03-16,111.88,6,39,Electronics,Lipstick,Beauty,Male
ORD5639,CUST1639,40,PROD839,Pakistan,2021-01-23,2021-09-30,3,active,2023-03-26,85.08,6,6,Clothing,Basketball,Sports,Female
ORD5641,CUST1641,41,PROD841,Germany,2021-07-04,2022-09-23,4,paused,2023-08-22,73.15,4,49,Home,Shirt,Clothing,Male
ORD5642,CUST1642,64,PROD842,Pakistan,2022-09-11,2025-07-10,0,active,2025-01-11,180.64,6,38,Home,Shirt,Clothing,Male
ORD5643,CUST1643,46,PROD843,UK,2022-08-31,2023-09-10,0,active,2023-01-22,160.41,8,10,Beauty,Conditioner,Beauty,Male
ORD5644,CUST1644,21,PROD844,Germany,2021-07-05,2024-12-09,0,active,2021-07-05,110.39,9,28,Sports,Conditioner,Beauty,Female
ORD5645,CUST1645,32,PROD845,Pakistan,2021-11-29,2025-07-28,2,active,2024-08-05,202.22,6,46,Clothing,Hoodie,Clothing,Female
ORD5646,CUST1646,19,PROD846,Pakistan,2022-09-04,2023-11-21,4,active,2024-06-04,147.21,8,13,Home,Microwave,Home,Male
ORD5647,CUST1647,52,PROD847,UK,2021-06-24,2025-07-09,3,paused,2021-09-22,211.08,2,16,Home,Running Shoes,Sports,Female
ORD5648,CUST1648,24,PROD848,USA,2021-08-10,2023-07-19,0,paused,2024-09-15,57.73,8,25,Clothing,Face Wash,Beauty,Male
ORD5649,CUST1649,66,PROD849,USA,2020-12-27,2023-09-30,2,cancelled,2022-12-24,786.08,2,19,Sports,Jeans,Clothing,Female
ORD5650,CUST1650,43,PROD850,USA,2021-06-26,2023-10-29,4,active,2022-05-18,77.67,8,37,Beauty,Shampoo,Beauty,Female
ORD5651,CUST1651,25,PROD851,UK,2022-04-15,2022-09-13,5,active,2023-11-10,85.4,3,49,Sports,Jeans,Clothing,Male
ORD5653,CUST1653,47,PROD853,UK,2021-08-28,2021-12-14,4,active,2021-11-26,49.06,7,20,Clothing,Face Wash,Beauty,Male
ORD5654,CUST1654,46,PROD854,Canada,2023-01-27,2024-07-14,4,active,2023-09-21,164.98,3,21,Beauty,Basketball,Sports,Female
ORD5655,CUST1655,56,PROD855,Canada,2023-07-12,2024-03-19,3,cancelled,2024-02-11,286.43,3,16,Electronics,Vacuum Cleaner,Home,Male
ORD5656,CUST1656,36,PROD856,Pakistan,2020-10-29,2023-05-25,1,active,2023-04-22,83.74,4,34,Sports,Chair,Home,Female
ORD5657,CUST1657,31,PROD857,Canada,2023-01-09,2025-01-19,0,active,2024-11-03,210.63,5,47,Clothing,Dumbbells,Sports,Female
ORD5658,CUST1658,39,PROD858,India,2023-03-24,2023-08-16,0,active,2025-08-11,694.93,2,22,Clothing,Perfume,Beauty,Female
ORD5659,CUST1659,56,PROD859,Canada,2020-09-29,2025-01-20,4,active,2021-07-06,467.28,2,34,Sports,Face Wash,Beauty,Female
ORD5660,CUST1660,60,PROD860,Pakistan,2023-01-08,2024-11-15,2,active,2023-04-18,146.17,9,18,Electronics,Sneakers,Clothing,Male
ORD5661,CUST1661,32,PROD861,UK,2021-05-27,2022-06-08,3,active,2024-06-18,41.76,7,41,Home,Smartwatch,Electronics,Female
ORD5662,CUST1662,57,PROD862,UK,2020-10-17,2025-02-16,4,paused,2023-01-07,111.45,8,39,Clothing,Microwave,Home,Female
ORD5664,CUST1664,21,PROD864,India,2023-04-10,2025-03-23,2,paused,2023-08-22,660.78,3,8,Electronics,Smartphone,Electronics,Female
ORD5665,CUST1665,42,PROD865,Germany,2022-04-06,2023-09-09,1,active,2022-10-30,150.11,6,49,Sports,Jeans,Clothing,Female
ORD5668,CUST1668,32,PROD868,UK,2022-04-18,2024-05-24,2,cancelled,2024-07-27,169.24,6,7,Home,Yoga Mat,Sports,Female
ORD5669,CUST1669,50,PROD869,Germany,2020-12-15,2025-07-13,4,cancelled,2021-11-20,192.21,9,10,Sports,Shirt,Clothing,Male
ORD5670,CUST1670,30,PROD870,UK,2022-09-23,2023-07-11,3,active,2024-11-19,27.97,9,14,Electronics,Perfume,Beauty,Male
ORD5671,CUST1671,53,PROD871,Pakistan,2022-12-06,2023-03-03,4,cancelled,2025-03-21,170.74,6,39,Sports,Tennis Racket,Sports,Female
ORD5672,CUST1672,56,PROD872,Pakistan,2022-08-19,2023-02-18,1,cancelled,2023-12-20,124.97,5,21,Electronics,Vacuum Cleaner,Home,Female
ORD5673,CUST1673,48,PROD873,Pakistan,2021-12-03,2022-07-06,2,paused,2024-05-18,78.19,7,30,Clothing,Perfume,Beauty,Female
ORD5675,CUST1675,42,PROD875,USA,2022-10-04,2023-09-04,4,paused,2024-08-29,51.81,5,31,Electronics,Gaming Console,Electronics,Male
ORD5677,CUST1677,20,PROD877,USA,2023-07-23,2025-04-11,2,cancelled,2024-04-28,470.4,2,19,Beauty,Tablet,Electronics,Male
ORD5678,CUST1678,52,PROD878,Canada,2023-06-02,2024-05-18,2,paused,2025-01-04,244.14,6,10,Home,Refrigerator,Home,Female
ORD5679,CUST1679,66,PROD879,Pakistan,2021-06-26,2021-09-17,2,active,2023-09-19,95.2,3,6,Beauty,Gaming Console,Electronics,Female
ORD5680,CUST1680,57,PROD880,Canada,2023-05-23,2025-02-18,2,active,2024-07-13,670.66,2,24,Sports,Tennis Racket,Sports,Female
ORD5681,CUST1681,40,PROD881,India,2022-06-28,2024-01-17,3,active,2023-03-31,213.06,1,13,Home,Lipstick,Beauty,Male
ORD5682,CUST1682,39,PROD882,India,2021-03-03,2022-10-17,5,UNKNOWN,2022-03-08,36.45,8,48,Home,Blender,Home,Female
ORD5683,CUST1683,63,PROD883,India,2020-10-11,2024-07-15,4,active,2025-05-04,3.53,7,15,Home,Conditioner,Beauty,Male
ORD5685,CUST1685,64,PROD885,UNKNOWN,2022-03-09,2023-01-25,3,UNKNOWN,2025-04-25,12.39,6,1,Electronics,Dress,Clothing,Female
ORD5686,CUST1686,39,PROD886,Pakistan,2021-01-06,2021-03-26,1,paused,2024-09-02,28.48,3,15,Electronics,Blender,Home,Female
ORD5688,CUST1688,34,PROD888,USA,2020-10-24,2024-11-23,4,active,2023-07-12,149.49,4,33,Beauty,Tablet,Electronics,Male
ORD5689,CUST1689,42,PROD889,USA,2021-07-05,2021-12-30,3,cancelled,2025-02-27,46.66,3,24,Beauty,Running Shoes,Sports,Male
ORD5690,CUST1690,43,PROD890,UK,2023-05-18,2023-11-09,4,paused,2025-03-12,130.19,9,44,Sports,Lipstick,Beauty,Male
ORD5691,CUST1691,24,PROD891,USA,2021-04-16,2024-07-02,1,active,2022-06-13,528.2,3,11,Home,Tablet,Electronics,Female
ORD5692,CUST1692,35,PROD892,USA,2021-05-25,2023-03-30,0,UNKNOWN,2024-12-26,189.18,7,19,Electronics,Tablet,Electronics,Male
ORD5693,CUST1693,51,PROD893,India,2022-02-10,2024-01-17,4,active,2022-11-18,45.62,6,38,Beauty,Refrigerator,Home,Female
ORD5694,CUST1694,65,PROD894,Canada,2021-05-13,2024-04-19,4,cancelled,2023-01-10,86.53,5,30,Clothing,Camera,Electronics,Male
ORD5695,CUST1695,39,PROD895,Pakistan,2023-02-16,2024-09-05,4,cancelled,2023-09-08,19.37,9,22,Electronics,Dress,Clothing,Female
ORD5696,CUST1696,65,PROD896,Canada,2021-09-29,2022-11-27,5,cancelled,2023-10-03,356.89,3,11,Clothing,Headphones,Electronics,Male
ORD5697,CUST1697,47,PROD897,UK,2020-09-04,2021-08-11,4,active,2025-03-27,219.58,9,14,Electronics,Basketball,Sports,Female
ORD5699,CUST1699,18,PROD899,Canada,2021-09-25,2022-08-29,4,paused,2025-04-13,29.54,7,4,Sports,Running Shoes,Sports,Male
ORD5700,CUST1700,55,PROD900,Canada,2022-01-05,2024-07-15,4,paused,2023-06-30,155.45,4,15,Sports,Conditioner,Beauty,Male
ORD5701,CUST1701,29,PROD901,Canada,2023-01-29,2023-09-04,5,paused,2023-02-18,25.49,5,21,Clothing,Headphones,Electronics,Female
ORD5702,CUST1702,69,PROD902,Pakistan,2023-07-20,2025-08-07,5,active,2024-07-02,18.68,7,24,Home,Cricket Bat,Sports,Female
